recall,precision
1.0,0.2457002457002457
1.0,0.24630541871921183
1.0,0.24691358024691357
1.0,0.24752475247524752
1.0,0.24813895781637718
1.0,0.24875621890547264
1.0,0.24937655860349128
1.0,0.25
1.0,0.2506265664160401
1.0,0.25125628140703515
1.0,0.2518891687657431
1.0,0.25252525252525254
1.0,0.25316455696202533
1.0,0.25380710659898476
1.0,0.2544529262086514
1.0,0.25510204081632654
1.0,0.2557544757033248
1.0,0.2564102564102564
1.0,0.2570694087403599
1.0,0.25773195876288657
1.0,0.25839793281653745
1.0,0.25906735751295334
1.0,0.2597402597402597
1.0,0.2604166666666667
1.0,0.26109660574412535
1.0,0.2617801047120419
1.0,0.26246719160104987
1.0,0.2631578947368421
1.0,0.2638522427440633
1.0,0.26455026455026454
1.0,0.26525198938992045
1.0,0.26595744680851063
1.0,0.26666666666666666
1.0,0.26737967914438504
1.0,0.2680965147453083
1.0,0.26881720430107525
1.0,0.2695417789757412
1.0,0.2702702702702703
1.0,0.27100271002710025
1.0,0.2717391304347826
1.0,0.2724795640326976
1.0,0.273224043715847
1.0,0.273972602739726
1.0,0.27472527472527475
1.0,0.27548209366391185
1.0,0.27624309392265195
1.0,0.2770083102493075
1.0,0.2777777777777778
1.0,0.2785515320334262
1.0,0.27932960893854747
1.0,0.2801120448179272
1.0,0.2808988764044944
1.0,0.28169014084507044
1.0,0.2824858757062147
1.0,0.28328611898017
1.0,0.2840909090909091
1.0,0.2849002849002849
1.0,0.2857142857142857
1.0,0.28653295128939826
1.0,0.28735632183908044
1.0,0.2881844380403458
1.0,0.28901734104046245
1.0,0.2898550724637681
1.0,0.29069767441860467
1.0,0.2915451895043732
1.0,0.29239766081871343
1.0,0.2932551319648094
1.0,0.29411764705882354
1.0,0.2949852507374631
1.0,0.2958579881656805
1.0,0.29673590504451036
1.0,0.2976190476190476
1.0,0.29850746268656714
1.0,0.2994011976047904
1.0,0.3003003003003003
1.0,0.30120481927710846
1.0,0.3021148036253776
1.0,0.30303030303030304
1.0,0.303951367781155
1.0,0.3048780487804878
1.0,0.3058103975535168
1.0,0.3067484662576687
1.0,0.3076923076923077
1.0,0.30864197530864196
1.0,0.30959752321981426
1.0,0.3105590062111801
1.0,0.3115264797507788
1.0,0.3125
1.0,0.31347962382445144
1.0,0.31446540880503143
1.0,0.31545741324921134
1.0,0.31645569620253167
1.0,0.31746031746031744
1.0,0.3184713375796178
1.0,0.3194888178913738
1.0,0.32051282051282054
1.0,0.3215434083601286
1.0,0.3225806451612903
1.0,0.32362459546925565
1.0,0.3246753246753247
1.0,0.3257328990228013
1.0,0.32679738562091504
1.0,0.32786885245901637
1.0,0.32894736842105265
1.0,0.33003300330033003
1.0,0.33112582781456956
1.0,0.33222591362126247
1.0,0.3333333333333333
1.0,0.33444816053511706
1.0,0.33557046979865773
1.0,0.3367003367003367
1.0,0.33783783783783783
1.0,0.3389830508474576
1.0,0.3401360544217687
1.0,0.3412969283276451
1.0,0.3424657534246575
1.0,0.3436426116838488
1.0,0.3448275862068966
1.0,0.3460207612456747
1.0,0.3472222222222222
1.0,0.34843205574912894
1.0,0.34965034965034963
1.0,0.3508771929824561
1.0,0.352112676056338
1.0,0.35335689045936397
1.0,0.3546099290780142
1.0,0.35587188612099646
1.0,0.35714285714285715
1.0,0.35842293906810035
1.0,0.3597122302158273
1.0,0.36101083032490977
1.0,0.36231884057971014
1.0,0.36363636363636365
1.0,0.36496350364963503
1.0,0.3663003663003663
1.0,0.36764705882352944
1.0,0.36900369003690037
1.0,0.37037037037037035
1.0,0.37174721189591076
1.0,0.373134328358209
1.0,0.37453183520599254
1.0,0.37593984962406013
1.0,0.37735849056603776
1.0,0.3787878787878788
1.0,0.38022813688212925
1.0,0.3816793893129771
1.0,0.3831417624521073
1.0,0.38461538461538464
1.0,0.3861003861003861
1.0,0.3875968992248062
1.0,0.38910505836575876
1.0,0.390625
1.0,0.39215686274509803
1.0,0.3937007874015748
1.0,0.3952569169960474
1.0,0.3968253968253968
1.0,0.398406374501992
1.0,0.4
1.0,0.40160642570281124
1.0,0.4032258064516129
1.0,0.4048582995951417
1.0,0.4065040650406504
1.0,0.40816326530612246
1.0,0.4098360655737705
1.0,0.411522633744856
1.0,0.4132231404958678
1.0,0.4149377593360996
1.0,0.4166666666666667
1.0,0.41841004184100417
1.0,0.42016806722689076
1.0,0.4219409282700422
1.0,0.423728813559322
1.0,0.425531914893617
1.0,0.42735042735042733
1.0,0.4291845493562232
1.0,0.43103448275862066
1.0,0.4329004329004329
1.0,0.43478260869565216
1.0,0.4366812227074236
1.0,0.43859649122807015
1.0,0.44052863436123346
1.0,0.4424778761061947
1.0,0.4444444444444444
1.0,0.44642857142857145
1.0,0.4484304932735426
1.0,0.45045045045045046
1.0,0.45248868778280543
1.0,0.45454545454545453
1.0,0.45662100456621
1.0,0.45871559633027525
1.0,0.4608294930875576
1.0,0.46296296296296297
1.0,0.46511627906976744
1.0,0.4672897196261682
1.0,0.4694835680751174
1.0,0.4716981132075472
1.0,0.47393364928909953
1.0,0.47619047619047616
1.0,0.4784688995215311
1.0,0.4807692307692308
1.0,0.4830917874396135
1.0,0.4854368932038835
1.0,0.4878048780487805
1.0,0.49019607843137253
1.0,0.49261083743842365
1.0,0.49504950495049505
1.0,0.4975124378109453
1.0,0.5
1.0,0.5025125628140703
1.0,0.5050505050505051
1.0,0.5076142131979695
1.0,0.5102040816326531
1.0,0.5128205128205128
1.0,0.5154639175257731
1.0,0.5181347150259067
1.0,0.5208333333333334
1.0,0.5235602094240838
1.0,0.5263157894736842
1.0,0.5291005291005291
1.0,0.5319148936170213
1.0,0.5347593582887701
1.0,0.5376344086021505
1.0,0.5405405405405406
1.0,0.5434782608695652
1.0,0.546448087431694
1.0,0.5494505494505495
1.0,0.5524861878453039
1.0,0.5555555555555556
1.0,0.5586592178770949
1.0,0.5617977528089888
1.0,0.5649717514124294
1.0,0.5681818181818182
1.0,0.5714285714285714
1.0,0.5747126436781609
1.0,0.5780346820809249
1.0,0.5813953488372093
1.0,0.5847953216374269
1.0,0.5882352941176471
1.0,0.591715976331361
1.0,0.5952380952380952
1.0,0.5988023952095808
1.0,0.6024096385542169
1.0,0.6060606060606061
1.0,0.6097560975609756
1.0,0.6134969325153374
1.0,0.6172839506172839
1.0,0.6211180124223602
1.0,0.625
1.0,0.6289308176100629
1.0,0.6329113924050633
1.0,0.6369426751592356
1.0,0.6410256410256411
1.0,0.6451612903225806
1.0,0.6493506493506493
1.0,0.6535947712418301
1.0,0.6578947368421053
1.0,0.6622516556291391
1.0,0.6666666666666666
1.0,0.6711409395973155
1.0,0.6756756756756757
1.0,0.6802721088435374
1.0,0.684931506849315
1.0,0.6896551724137931
1.0,0.6944444444444444
1.0,0.6993006993006993
1.0,0.704225352112676
1.0,0.7092198581560284
1.0,0.7142857142857143
1.0,0.7194244604316546
1.0,0.7246376811594203
1.0,0.7299270072992701
1.0,0.7352941176470589
1.0,0.7407407407407407
1.0,0.746268656716418
1.0,0.7518796992481203
1.0,0.7575757575757576
1.0,0.7633587786259542
1.0,0.7692307692307693
1.0,0.7751937984496124
1.0,0.78125
1.0,0.7874015748031497
1.0,0.7936507936507936
1.0,0.8
1.0,0.8064516129032258
1.0,0.8130081300813008
1.0,0.819672131147541
1.0,0.8264462809917356
1.0,0.8333333333333334
1.0,0.8403361344537815
1.0,0.847457627118644
1.0,0.8547008547008547
1.0,0.8620689655172413
1.0,0.8695652173913043
1.0,0.8771929824561403
1.0,0.8849557522123894
1.0,0.8928571428571429
1.0,0.9009009009009009
1.0,0.9090909090909091
1.0,0.9174311926605505
0.99,0.9166666666666666
0.99,0.9252336448598131
0.99,0.9339622641509434
0.99,0.9428571428571428
0.99,0.9519230769230769
0.99,0.9611650485436893
0.99,0.9705882352941176
0.99,0.9801980198019802
0.98,0.98
0.97,0.9797979797979798
0.96,0.9795918367346939
0.95,0.979381443298969
0.95,0.9895833333333334
0.94,0.9894736842105263
0.93,0.9893617021276596
0.92,0.989247311827957
0.91,0.9891304347826086
0.9,0.989010989010989
0.89,0.9888888888888889
0.88,0.9887640449438202
0.87,0.9886363636363636
0.86,0.9885057471264368
0.85,0.9883720930232558
0.84,0.9882352941176471
0.83,0.9880952380952381
0.82,0.9879518072289156
0.81,0.9878048780487805
0.8,0.9876543209876543
0.79,0.9875
0.79,1.0
0.78,1.0
0.77,1.0
0.76,1.0
0.75,1.0
0.74,1.0
0.73,1.0
0.72,1.0
0.71,1.0
0.7,1.0
0.69,1.0
0.68,1.0
0.67,1.0
0.66,1.0
0.65,1.0
0.64,1.0
0.63,1.0
0.62,1.0
0.61,1.0
0.6,1.0
0.59,1.0
0.58,1.0
0.57,1.0
0.56,1.0
0.55,1.0
0.54,1.0
0.53,1.0
0.52,1.0
0.51,1.0
0.5,1.0
0.49,1.0
0.48,1.0
0.47,1.0
0.46,1.0
0.45,1.0
0.44,1.0
0.43,1.0
0.42,1.0
0.41,1.0
0.4,1.0
0.39,1.0
0.38,1.0
0.37,1.0
0.36,1.0
0.35,1.0
0.34,1.0
0.33,1.0
0.32,1.0
0.31,1.0
0.3,1.0
0.29,1.0
0.28,1.0
0.27,1.0
